278.6,,,
253.3,,,
739.1,,,
1006,,,
1417,,,
615.1,,,
784.2,,,
827.9,,,
1003,,,
1033,,,
1316,,,
1131,,,
1279,,,
249.7,,,
251.3,,,
393.7,,,
217.4,,,
486.6,,,
963,,,
1220,,,
973,,,
1087,,,
1198,,,
613,,,
946.8,,,
1295,,,
1497,,,
1271,,,
746.8,,,
362.5,,,
419.9,,,
163.4,,,
454.3,,,
1158,,,
817.4,,,
1082,,,
1342,,,
1272,,,
1327,,,
1134,,,
1400,,,
1751,,,
1379,,,
798.1,,,
607.7,,,
159.5,,,
133.2,,,
346.8,,,
904.8,,,
1444,,,
1645,,,
1259,,,
518.8,,,
593.1,,,
771.9,,,
1280,,,
1598,,,
1335,,,
1249,,,
831.6,,,
590.4,,,
285.6,,,
206.9,,,
539.4,,,
1046,,,
1638,,,
880.2,,,
1201,,,
821.3,,,
1153,,,
1061,,,
1696,,,
1664,,,
1272,,,
749.7,,,
502,,,
252,,,
191,,,
574.1,,,
1087,,,
1455,,,
1395,,,
1120,,,
1355,,,
1363,,,
1081,,,
1204,,,
1410,,,
933.2,,,
545.9,,,
357.9,,,
102.7,,,
809.6,,,
1199,,,
1448,,,
1549,,,
850.4,,,
745.7,,,
588.7,,,
1008,,,
1168,,,
1568,,,
1267,,,
1024,,,
219.1,,,
374.5,,,
292.8,,,
56.67,,,
581.9,,,
1131,,,
1419,,,
1136,,,
974.3,,,
629,,,
637.6,,,
1126,,,
1611,,,
1434,,,
1281,,,
1076,,,
588.4,,,
323.3,,,
263.3,,,
716.5,,,
1131,,,
1006,,,
601.6,,,
1342,,,
862.2,,,
1010,,,
1083,,,
1611,,,
1573,,,
1317,,,
1231,,,
479.1,,,
289.2,,,
369.4,,,
566.1,,,
1228,,,
1365,,,
1606,,,
1150,,,
938.4,,,
836.2,,,
1135,,,
1231,,,
1610,,,
422.3,,,
417.7,,,
166.8,,,
307.9,,,
484.4,,,
361.6,,,
908.3,,,
1480,,,
1588,,,
1012,,,
767.7,,,
572.4,,,
896.9,,,
1375,,,
1634,,,
1397,,,
1431,,,
887.8,,,
363,,,
201.6,,,
273.4,,,
1112,,,
1383,,,
1319,,,
1402,,,
1023,,,
961.4,,,
940.2,,,
1178,,,
949.8,,,
899.2,,,
1538,,,
1239,,,
330.8,,,
258.5,,,
242.4,,,
498.8,,,
1124,,,
1103,,,
1630,,,
1366,,,
932.1,,,
1006,,,
752.9,,,
1183,,,
1273,,,
1497,,,
1381,,,
717,,,
365.3,,,
261.7,,,
477.2,,,
561.7,,,
906.7,,,
1329,,,
1020,,,
1211,,,
1190,,,
1185,,,
1046,,,
1481,,,
1577,,,
1458,,,
1287,,,
1120,,,
365.3,,,
356.9,,,
139.8,,,
959,,,
1151,,,
1563,,,
1077,,,
1133,,,
873.8,,,
1119,,,
566.3,,,
1007,,,
1420,,,
1213,,,
648,,,
319.2,,,
374.2,,,
120.2,,,
732.6,,,
1116,,,
1391,,,
1010,,,
1099,,,
744.2,,,
614.4,,,
844.6,,,
1265,,,
1449,,,
1534,,,
1193,,,
803.4,,,
496.5,,,
527.8,,,
259.5,,,
634.4,,,
1113,,,
1351,,,
1449,,,
1128,,,
928.4,,,
665.8,,,
938.5,,,
1197,,,
1390,,,
1539,,,
526.9,,,
92.61,,,
112.3,,,
254.3,,,
501.8,,,
924.2,,,
1047,,,
1599,,,
1373,,,
1008,,,
1007,,,
645.1,,,
1037,,,
1719,,,
1713,,,
1390,,,
701.9,,,
177.8,,,
144.2,,,
240.4,,,
271.9,,,
978.9,,,
1283,,,
1648,,,
1404,,,
1212,,,
1102,,,
1314,,,
1333,,,
1704,,,
1593,,,
1388,,,
586.9,,,
136.9,,,
390.4,,,
121.1,,,
634.6,,,
831.8,,,
1059,,,
1420,,,
1061,,,
1197,,,
514,,,
875,,,
1415,,,
1353,,,
1016,,,
595.3,,,
275.6,,,
207.3,,,
323.6,,,
187.8,,,
551.7,,,
1109,,,
1222,,,
996.6,,,
1213,,,
927,,,
808.6,,,
970.9,,,
1389,,,
1457,,,
1390,,,
600.5,,,
150.1,,,
62.68,,,
261.5,,,
879.9,,,
1051,,,
1385,,,
1056,,,
753.7,,,
1051,,,
720.8,,,
946.4,,,
1339,,,
1021,,,
1206,,,
960.1,,,
280.8,,,
295.1,,,
198.2,,,
688.5,,,
1207,,,
1393,,,
1441,,,
1160,,,
1223,,,
969.2,,,
1080,,,
927,,,
388.5,,,
1537,,,
1009,,,
176.9,,,
195.9,,,
255.8,,,
252.4,,,
1003,,,
1281,,,
1120,,,
1194,,,
1090,,,
1204,,,
1306,,,
1668,,,
1605,,,
1058,,,
250.2,,,
280,,,
388.9,,,
337.9,,,
631.5,,,
1148,,,
1441,,,
1533,,,
1413,,,
1159,,,
612.5,,,
1072,,,
1338,,,
1143,,,
1273,,,
1105,,,
330.3,,,
523.7,,,
421.7,,,
548.2,,,
967.4,,,
973.5,,,
858.3,,,
1004,,,
1177,,,
1075,,,
1221,,,
1526,,,
1640,,,
1324,,,
261.5,,,
231.8,,,
254.7,,,
478,,,
90.07,,,
732.1,,,
1222,,,
1574,,,
1272,,,
1239,,,
905.5,,,
1133,,,
1562,,,
995,,,
959.5,,,
170.4,,,
141.8,,,
470.1,,,
183.6,,,
702,,,
1123,,,
1310,,,
1045,,,
905.9,,,
1187,,,
732.3,,,
974,,,
1415,,,
1614,,,
1260,,,
958.4,,,
429,,,
276.3,,,
442.8,,,
554.4,,,
888.1,,,
1042,,,
1444,,,
825.2,,,
1011,,,
1170,,,
493.4,,,
860.1,,,
1532,,,
1619,,,
1383,,,
1060,,,
363.7,,,
371.5,,,
159.2,,,
408.1,,,
1138,,,
1373,,,
1566,,,
1027,,,
1042,,,
791.1,,,
984.2,,,
1080,,,
1686,,,
1471,,,
1017,,,
191.9,,,
111.6,,,
138.8,,,
736.4,,,
923.8,,,
1408,,,
1523,,,
1128,,,
855.6,,,
276.5,,,
511.2,,,
1674,,,
487.6,,,
1320,,,
924.1,,,
428.9,,,
184.6,,,
268.1,,,
347.3,,,
555.4,,,
1279,,,
1024,,,
1122,,,
1007,,,
956.4,,,
1057,,,
1402,,,
1549,,,
1576,,,
1242,,,
730.7,,,
502,,,
353.6,,,
369.5,,,
723.4,,,
817.2,,,
1449,,,
1746,,,
1254,,,
1337,,,
1078,,,
1060,,,
1274,,,
1595,,,
1073,,,
1091,,,
793.4,,,
262.2,,,
374.6,,,
478.4,,,
296.7,,,
1176,,,
1352,,,
1559,,,
1394,,,
1222,,,
1174,,,
1124,,,
1047,,,
1169,,,
1309,,,
1036,,,
332.8,,,
265.6,,,
348.8,,,
391.4,,,
1043,,,
1205,,,
1567,,,
1336,,,
1026,,,
1032,,,
1085,,,
1400,,,
1174,,,
986.6,,,
1022,,,
619.1,,,
355.2,,,
345.9,,,
388.2,,,
887.7,,,
1358,,,
1579,,,
1606,,,
1305,,,
1065,,,
1362,,,
1032,,,
972.3,,,
1314,,,
1329,,,
1703,,,
1433,,,
1304,,,
398.4,,,
391.9,,,
461.8,,,
435.2,,,
1015,,,
1365,,,
1569,,,
1421,,,
1272,,,
733.5,,,
1075,,,
1235,,,
1582,,,
1135,,,
1126,,,
477,,,
242.8,,,
401,,,
340.1,,,
491,,,
1104,,,
1741,,,
1622,,,
1188,,,
912.7,,,
790,,,
223.2,,,
231.4,,,
1241,,,
1424,,,
1252,,,
579.4,,,
361.9,,,
209.7,,,
310.2,,,
1037,,,
1243,,,
1536,,,
1622,,,
1099,,,
1070,,,
768,,,
928,,,
1010,,,
1377,,,
1341,,,
529.4,,,
199.6,,,
351.9,,,
500.4,,,
410.6,,,
1066,,,
1149,,,
1587,,,
1058,,,
1191,,,
647.4,,,
854.6,,,
1210,,,
1736,,,
1434,,,
1192,,,
965.6,,,
512.1,,,
286,,,
184.2,,,
517.7,,,
1098,,,
1271,,,
1268,,,
384.8,,,
1024,,,
724.3,,,
664.3,,,
1410,,,
1424,,,
1489,,,
546.1,,,
202.1,,,
225.6,,,
331,,,
151.3,,,
1003,,,
1199,,,
947.7,,,
1541,,,
1277,,,
1009,,,
919.2,,,
1401,,,
1498,,,
1533,,,
1424,,,
461.3,,,
232,,,
247.4,,,
257.5,,,
589.4,,,
1115,,,
1460,,,
1641,,,
1378,,,
864.3,,,
1031,,,
686.1,,,
862.3,,,
1319,,,
1545,,,
1455,,,
1192,,,
396.8,,,
290.6,,,
309.3,,,
343.1,,,
946.3,,,
1263,,,
1311,,,
1440,,,
1190,,,
1003,,,
1004,,,
1270,,,
1571,,,
1476,,,
1390,,,
656.9,,,
166.8,,,
319.3,,,
338,,,
288.5,,,
993.8,,,
1183,,,
1421,,,
1741,,,
1147,,,
727.3,,,
709.9,,,
882.2,,,
1023,,,
1488,,,
1350,,,
1018,,,
214.3,,,
205.9,,,
239.2,,,
166.7,,,
693.6,,,
1068,,,
1016,,,
1072,,,
1174,,,
1370,,,
1244,,,
1144,,,
1543,,,
1499,,,
1252,,,
704,,,
207.1,,,
260,,,
150.4,,,
538.1,,,
1152,,,
1338,,,
1513,,,
1244,,,
1238,,,
1002,,,
1252,,,
1155,,,
1791,,,
1584,,,
1263,,,
520.4,,,
271.2,,,
367.7,,,
267.3,,,
1081,,,
1330,,,
1419,,,
1284,,,
1258,,,
1297,,,
830.3,,,
1102,,,
1484,,,
1810,,,
1470,,,
883.4,,,
320.9,,,
295.5,,,
340.3,,,
429.9,,,
1233,,,
1454,,,
1599,,,
988.7,,,
996.1,,,
1084,,,
1345,,,
1403,,,
1693,,,
1584,,,
978.1,,,
244.9,,,
363.9,,,
284.1,,,
418.1,,,
624.8,,,
1049,,,
866.1,,,
1023,,,
1246,,,
1055,,,
1070,,,
1604,,,
1129,,,
1260,,,
1146,,,
402.4,,,
246.3,,,
232.6,,,
766.9,,,
1313,,,
1345,,,
1533,,,
1363,,,
1142,,,
1103,,,
936.6,,,
1010,,,
1130,,,
1543,,,
1245,,,
685.8,,,
243.4,,,
388.9,,,
420.3,,,
388,,,
963.7,,,
1440,,,
1486,,,
1129,,,
944.1,,,
1127,,,
1090,,,
1460,,,
1682,,,
1365,,,
754.3,,,
161.2,,,
419.3,,,
609.3,,,
303.5,,,
1005,,,
1302,,,
1544,,,
1498,,,
1146,,,
1292,,,
881.6,,,
948,,,
1398,,,
1560,,,
1529,,,
1426,,,
1288,,,
590.2,,,
528,,,
349.6,,,
817.5,,,
1343,,,
1207,,,
1007,,,
909.3,,,
1223,,,
959.1,,,
1230,,,
1329,,,
1254,,,
1211,,,
461.6,,,
171.1,,,
393.3,,,
303.5,,,
567.6,,,
1313,,,
1519,,,
1596,,,
1151,,,
1399,,,
1216,,,
1252,,,
1650,,,
1807,,,
1475,,,
1045,,,
674.5,,,
195.9,,,
123.5,,,
541.5,,,
1174,,,
1266,,,
1576,,,
1339,,,
946.1,,,
825.2,,,
884.9,,,
977.1,,,
1618,,,
1678,,,
1567,,,
1406,,,
1126,,,
401.4,,,
269.2,,,
326.1,,,
242.2,,,
947.1,,,
1199,,,
1514,,,
1592,,,
1329,,,
1092,,,
1066,,,
1225,,,
1621,,,
1581,,,
1338,,,
600,,,
198.6,,,
223.8,,,
116.3,,,
580.9,,,
1224,,,
1621,,,
1666,,,
1331,,,
1232,,,
1309,,,
1109,,,
350.3,,,
1068,,,
1425,,,
1002,,,
133.8,,,
132.1,,,
143.6,,,
542.7,,,
795.8,,,
931,,,
1030,,,
1206,,,
915.3,,,
1239,,,
929.6,,,
1408,,,
1771,,,
1077,,,
967.6,,,
792,,,
155.9,,,
282.6,,,
182.8,,,
784.4,,,
833.7,,,
1091,,,
1414,,,
979.5,,,
936.2,,,
567.8,,,
852.8,,,
1661,,,
1639,,,
1278,,,
459.5,,,
266.3,,,
464.5,,,
181.9,,,
154.4,,,
